date,open,close,high,low,volume
2020-01-02,29.49,29.97,30.2,29.11,70681.87
2020-01-03,29.97,30.55,30.92,29.61,91347.31
2020-01-06,30.35,32.11,32.19,29.33,127174.93
2020-01-07,32.2,31.82,32.53,31.51,78587.21
2020-01-08,31.75,32.39,33.48,31.53,119073.39
2020-01-09,32.9,32.28,33.32,31.95,67139.15
2020-01-10,32.31,31.28,32.67,31.05,76241.06
2020-01-13,31.28,31.87,32.11,31.27,62802.52
2020-01-14,32.57,32.09,33.33,31.96,89441.44
2020-01-15,31.65,32.14,32.93,31.53,57375.59
2020-01-16,32.35,33.12,33.27,31.56,87463.7
2020-01-17,32.6,31.93,32.95,31.83,67667.24
2020-01-20,31.68,31.52,31.88,30.93,43208.01
2020-01-21,31.64,30.16,31.64,30.16,55349.99
2020-01-22,30.15,30.63,31.03,29.6,43796.2
2020-01-23,30.26,29.61,31.43,29.02,54341.9
2020-02-03,26.65,26.65,27.09,26.65,39285.0
2020-02-04,26.07,27.5,27.73,26.07,64539.52
2020-02-05,27.98,29.07,29.96,27.95,70732.61
2020-02-06,28.4,29.13,29.35,28.13,56170.44
2020-02-07,28.93,28.16,28.97,27.93,55635.06
2020-02-10,28.0,30.22,30.51,27.97,73368.67
2020-02-11,30.23,30.06,30.88,29.51,57166.29
2020-02-12,29.7,31.04,31.18,29.7,60508.72
2020-02-13,30.79,30.32,31.09,30.2,45402.2
2020-02-14,30.75,30.55,31.02,29.83,49132.4
2020-02-17,30.67,31.09,31.26,30.36,56294.88
2020-02-18,31.1,31.65,31.94,30.9,62376.08
2020-02-19,32.07,30.92,32.38,30.9,68481.14
2020-02-20,31.24,31.05,31.47,30.29,50638.43
2020-02-21,31.46,32.29,32.81,31.44,85584.52
2020-02-24,32.12,35.52,35.52,32.11,102760.16
2020-02-25,34.44,37.86,39.0,34.16,131975.89
2020-02-26,39.37,37.75,40.58,36.95,132579.59
2020-02-27,38.17,36.12,38.61,35.58,85639.31
2020-02-28,33.69,32.54,35.0,32.51,90325.95
2020-03-02,33.1,33.28,34.07,32.18,73644.8
2020-03-03,34.21,33.97,35.82,33.52,75342.61
2020-03-04,33.97,33.32,34.22,32.5,47478.25
2020-03-05,33.81,33.06,34.16,32.57,49563.9
2020-03-06,32.47,32.79,33.1,31.83,34247.6
2020-03-09,32.13,29.51,32.13,29.51,70797.21
2020-03-10,28.96,30.2,30.25,28.21,58876.43
2020-03-11,30.56,29.23,30.57,29.02,41709.96
2020-03-12,28.44,28.37,28.83,28.05,31164.8
2020-03-13,26.99,27.71,27.95,26.06,40583.63
2020-03-16,27.99,25.64,28.3,25.34,42676.08
2020-03-17,26.0,25.06,26.34,23.92,41729.61
2020-03-18,25.37,24.19,25.73,24.13,46779.49
2020-03-19,24.2,24.34,24.65,23.47,49040.22
2020-03-20,24.75,24.5,25.47,24.01,42100.6
2020-03-23,23.78,22.88,24.07,22.67,44264.33
2020-03-24,23.5,24.09,24.15,23.27,45957.92
2020-03-25,25.01,24.76,25.3,24.21,55146.49
2020-03-26,24.54,24.37,25.18,24.25,36692.2
2020-03-27,24.63,23.92,24.94,23.92,25855.0
2020-03-30,23.22,23.2,23.72,22.62,30043.52
2020-03-31,23.9,24.17,24.62,23.34,41206.34
2020-04-01,24.55,23.7,25.16,23.34,51946.64
2020-04-02,23.35,24.76,24.81,23.16,47564.85
2020-04-03,24.76,23.9,24.92,23.64,33885.11
2020-04-07,24.57,24.87,24.9,24.2,34263.51
2020-04-08,24.54,24.66,24.8,24.49,22696.68
2020-04-09,24.83,25.27,25.28,24.64,31253.53
2020-04-10,25.7,24.32,25.71,24.11,34748.26
2020-04-13,23.92,23.36,24.08,23.28,18684.72
2020-04-14,23.76,24.34,24.37,23.58,21491.52
2020-04-15,24.55,24.22,24.96,24.21,26352.17
2020-04-16,24.2,24.2,24.48,23.99,18917.97
2020-04-17,24.44,24.26,24.79,24.13,23457.63
2020-04-20,24.29,24.6,24.91,24.29,24516.2
2020-04-21,24.48,24.0,24.48,23.51,27016.04
2020-04-22,23.62,23.86,23.97,23.62,15790.0
2020-04-23,23.86,23.04,23.97,22.96,27831.07
2020-04-24,22.93,22.79,23.46,22.63,20060.6
2020-04-27,22.73,22.52,22.94,22.23,16787.7
2020-04-28,22.38,21.48,22.52,20.49,40530.76
2020-04-29,22.15,23.63,23.63,22.11,42484.47
2020-04-30,24.85,24.99,25.63,23.97,89374.82
2020-05-06,24.94,25.63,26.37,24.75,74006.84
2020-05-07,25.35,26.45,26.95,25.35,62768.21
2020-05-08,26.53,26.48,26.74,26.15,45802.0
2020-05-11,26.79,26.92,28.23,26.57,75277.95
2020-05-12,27.27,26.55,27.37,26.06,40678.02
2020-05-13,26.33,26.12,26.71,26.06,28819.9
2020-05-14,26.01,25.41,26.16,25.38,37413.0
2020-05-15,25.67,25.27,25.76,25.13,35940.2
2020-05-18,25.19,25.91,26.7,25.17,62360.98
2020-05-19,26.08,26.21,26.49,25.93,34092.6
2020-05-20,26.22,25.59,27.24,25.44,58785.35
2020-05-21,25.97,25.04,25.98,24.74,42607.18
2020-05-22,25.06,25.16,25.72,24.67,33337.98
