date,open,close,high,low,volume
2020-01-02,4.43,4.45,4.52,4.43,1518237.98
2020-01-03,4.45,4.49,4.51,4.39,1364281.36
2020-01-06,4.46,4.44,4.48,4.41,884076.94
2020-01-07,4.42,4.45,4.46,4.42,534210.82
2020-01-08,4.42,4.39,4.42,4.36,921083.45
2020-01-09,4.39,4.41,4.42,4.36,616591.92
2020-01-10,4.39,4.43,4.45,4.37,694748.44
2020-01-13,4.41,4.35,4.42,4.33,1734636.56
2020-01-14,4.35,4.33,4.35,4.32,1074266.82
2020-01-15,4.32,4.28,4.33,4.28,666909.64
2020-01-16,4.3,4.24,4.3,4.24,819470.17
2020-01-17,4.25,4.26,4.29,4.25,570035.97
2020-01-20,4.27,4.3,4.3,4.27,515144.68
2020-01-21,4.29,4.25,4.3,4.25,435683.45
2020-01-22,4.24,4.29,4.3,4.21,673945.0
2020-01-23,4.27,4.26,4.27,4.18,648748.34
2020-02-03,4.04,4.13,4.18,3.91,1769614.51
2020-02-04,4.07,4.16,4.17,4.07,969110.67
2020-02-05,4.14,4.13,4.16,4.1,855266.03
2020-02-06,4.14,4.15,4.15,4.11,758456.43
2020-02-07,4.13,4.13,4.13,4.09,841064.42
2020-02-10,4.11,4.14,4.14,4.09,862795.16
2020-02-11,4.12,4.14,4.15,4.11,451187.58
2020-02-12,4.12,4.13,4.13,4.1,349541.4
2020-02-13,4.13,4.13,4.14,4.1,476363.04
2020-02-14,4.12,4.13,4.13,4.11,324974.5
2020-02-17,4.12,4.18,4.18,4.12,721277.54
2020-02-18,4.16,4.15,4.16,4.12,597866.03
2020-02-19,4.13,4.13,4.15,4.12,384438.22
2020-02-20,4.13,4.18,4.19,4.12,923256.44
2020-02-21,4.15,4.15,4.18,4.14,676597.4
2020-02-24,4.13,4.13,4.15,4.12,549826.52
2020-02-25,4.12,4.13,4.13,4.1,817348.52
2020-02-26,4.12,4.15,4.18,4.12,724116.42
2020-02-27,4.14,4.15,4.17,4.12,534604.59
2020-02-28,4.12,4.13,4.15,4.11,605960.71
2020-03-02,4.12,4.15,4.15,4.12,636619.48
2020-03-03,4.15,4.15,4.18,4.13,622272.8
2020-03-04,4.13,4.13,4.14,4.12,444542.21
2020-03-05,4.13,4.22,4.28,4.13,1600005.95
2020-03-06,4.18,4.14,4.18,4.13,686978.9
2020-03-09,4.12,4.12,4.13,4.11,669293.67
2020-03-10,4.1,4.13,4.13,4.07,552810.95
2020-03-11,4.12,4.14,4.14,4.11,405264.22
2020-03-12,4.13,4.14,4.16,4.12,396899.35
2020-03-13,4.09,4.17,4.17,4.03,989407.27
2020-03-16,4.15,4.09,4.15,4.08,660944.22
2020-03-17,4.07,4.03,4.1,4.02,430857.2
2020-03-18,4.04,3.98,4.05,3.98,306722.37
2020-03-19,3.95,3.93,3.96,3.88,408256.51
2020-03-20,3.93,3.95,3.95,3.91,232258.42
2020-03-23,3.87,3.81,3.89,3.81,307553.12
2020-03-24,3.85,3.86,3.87,3.79,337141.43
2020-03-25,3.91,3.88,3.95,3.85,564048.76
2020-03-26,3.88,3.96,4.02,3.87,648458.55
2020-03-27,3.98,3.98,4.02,3.93,409418.72
2020-03-30,3.94,3.95,3.96,3.89,293341.89
2020-03-31,3.95,3.96,3.97,3.92,158235.51
2020-04-01,3.95,3.95,3.96,3.92,149103.14
2020-04-02,3.93,3.96,3.96,3.91,199794.18
2020-04-03,3.94,3.95,3.96,3.93,112720.65
2020-04-07,3.97,3.97,3.98,3.96,194740.5
2020-04-08,3.96,3.96,3.97,3.94,121215.42
2020-04-09,3.96,3.95,3.97,3.92,209370.71
2020-04-10,3.95,3.93,3.95,3.93,147998.46
2020-04-13,3.93,3.93,3.94,3.9,180450.77
2020-04-14,3.93,3.95,3.95,3.92,150745.46
2020-04-15,3.96,3.94,3.96,3.93,113636.83
2020-04-16,3.93,3.93,3.94,3.9,269079.35
2020-04-17,3.93,3.95,3.95,3.91,296613.26
2020-04-20,3.94,3.93,3.94,3.91,160135.88
2020-04-21,3.9,3.9,3.93,3.89,129242.96
2020-04-22,3.89,3.87,3.89,3.86,182079.89
2020-04-23,3.87,3.83,3.87,3.83,178544.57
2020-04-24,3.83,3.8,3.83,3.79,223643.86
2020-04-27,3.81,3.81,3.85,3.8,290516.36
2020-04-28,3.8,3.77,3.81,3.71,271694.84
2020-04-29,3.77,3.85,3.85,3.77,378863.0
2020-04-30,3.87,3.92,3.93,3.86,407503.9
2020-05-06,3.87,3.87,3.88,3.84,460246.93
2020-05-07,3.86,3.87,3.87,3.84,222132.04
2020-05-08,3.86,3.88,3.89,3.86,206024.61
2020-05-11,3.88,3.89,3.9,3.87,226008.55
2020-05-12,3.89,3.87,3.92,3.87,201285.0
2020-05-13,3.87,3.87,3.87,3.84,287739.69
2020-05-14,3.86,3.83,3.86,3.8,397901.61
2020-05-15,3.81,3.81,3.82,3.78,328174.53
2020-05-18,3.81,3.81,3.81,3.78,285676.15
2020-05-19,3.81,3.83,3.83,3.8,191667.39
2020-05-20,3.82,3.83,3.84,3.81,144925.28
2020-05-21,3.82,3.84,3.84,3.81,193839.68
2020-05-22,3.83,3.81,3.83,3.79,199816.45
2020-05-25,3.81,3.82,3.82,3.78,206544.26
2020-05-26,3.82,3.82,3.84,3.81,185722.82
2020-05-27,3.82,3.81,3.82,3.78,238410.08
2020-05-28,3.81,3.83,3.84,3.79,386242.37
2020-05-29,3.81,3.81,3.82,3.78,379782.82
2020-06-01,3.82,3.83,3.84,3.81,507299.22
2020-06-02,3.82,3.83,3.83,3.81,349830.74
2020-06-03,3.83,3.86,3.87,3.82,457866.21
2020-06-04,3.87,3.86,3.87,3.83,356759.86
2020-06-05,3.84,3.87,3.87,3.84,205516.68
2020-06-08,3.87,3.92,3.92,3.86,512712.85
2020-06-09,3.92,3.92,3.96,3.9,407397.47
2020-06-10,3.82,3.79,3.83,3.69,4120246.53
2020-06-11,3.73,3.72,3.77,3.71,1662353.85
2020-06-12,3.7,3.68,3.72,3.68,1740415.37
2020-06-15,3.68,3.65,3.68,3.62,1162820.08
2020-06-16,3.65,3.66,3.66,3.64,664962.98
2020-06-17,3.65,3.63,3.65,3.6,714436.47
2020-06-18,3.61,3.61,3.62,3.58,840955.89
2020-06-19,3.61,3.61,3.61,3.58,892100.45
2020-06-22,3.61,3.61,3.62,3.58,870847.32
2020-06-23,3.59,3.57,3.6,3.56,745220.88
2020-06-24,3.57,3.58,3.6,3.56,644974.7
2020-06-29,3.6,3.56,3.61,3.55,682416.5
2020-06-30,3.57,3.58,3.58,3.54,613114.01
2020-07-01,3.56,3.6,3.61,3.55,747077.69
2020-07-02,3.58,3.65,3.65,3.58,1619224.57
2020-07-03,3.65,3.73,3.75,3.65,1789480.19
2020-07-06,3.77,4.11,4.11,3.77,3539269.04
2020-07-07,4.3,4.06,4.3,4.01,3559933.81
2020-07-08,4.01,4.06,4.12,3.99,2264112.34
2020-07-09,4.05,4.03,4.08,4.01,1621733.82
2020-07-10,4.01,3.83,4.01,3.82,2174791.04
2020-07-13,3.8,3.86,3.88,3.79,1621416.17
2020-07-14,3.83,3.82,3.86,3.79,1153489.61
2020-07-15,3.83,3.76,3.83,3.75,1127369.9
2020-07-16,3.77,3.73,3.82,3.72,1306158.57
2020-07-17,3.74,3.69,3.75,3.66,1077744.29
2020-07-20,3.7,3.76,3.77,3.69,943553.81
2020-07-21,3.78,3.73,3.79,3.72,716959.05
2020-07-22,3.74,3.75,3.79,3.71,930671.16
2020-07-23,3.72,3.69,3.73,3.64,991445.23
2020-07-24,3.68,3.61,3.7,3.6,1071165.13
2020-07-27,3.61,3.59,3.63,3.58,612456.96
2020-07-28,3.6,3.61,3.63,3.59,547638.54
2020-07-29,3.6,3.65,3.65,3.58,603650.84
2020-07-30,3.64,3.62,3.65,3.61,417348.41
2020-07-31,3.62,3.63,3.65,3.61,482824.65
2020-08-03,3.64,3.66,3.66,3.63,653823.07
2020-08-04,3.66,3.72,3.72,3.64,1006848.73
2020-08-05,3.69,3.65,3.69,3.65,688223.99
2020-08-06,3.66,3.65,3.68,3.62,624656.34
2020-08-07,3.64,3.62,3.65,3.61,539886.1
2020-08-10,3.62,3.65,3.65,3.61,436660.85
2020-08-11,3.64,3.64,3.69,3.63,690311.05
2020-08-12,3.62,3.62,3.64,3.59,729816.87
2020-08-13,3.65,3.63,3.65,3.62,541126.31
2020-08-14,3.64,3.67,3.67,3.62,568025.34
2020-08-17,3.68,3.78,3.82,3.67,2160709.17
2020-08-18,3.76,3.74,3.78,3.72,996482.75
2020-08-19,3.73,3.73,3.77,3.71,671539.78
2020-08-20,3.72,3.68,3.72,3.68,591346.03
2020-08-21,3.69,3.69,3.7,3.68,329585.34
2020-08-24,3.69,3.67,3.69,3.66,520514.69
2020-08-25,3.68,3.66,3.69,3.65,406525.27
2020-08-26,3.65,3.62,3.67,3.6,588123.62
2020-08-27,3.62,3.63,3.63,3.61,308475.26
2020-08-28,3.62,3.66,3.66,3.61,540591.83
2020-08-31,3.66,3.61,3.67,3.61,1058969.43
2020-09-01,3.61,3.62,3.64,3.6,460205.87
2020-09-02,3.63,3.61,3.64,3.59,481814.39
2020-09-03,3.61,3.61,3.61,3.59,382767.04
2020-09-04,3.59,3.58,3.6,3.57,441526.76
2020-09-07,3.58,3.58,3.6,3.57,370287.31
2020-09-08,3.58,3.61,3.62,3.58,484776.23
2020-09-09,3.59,3.59,3.61,3.58,480967.83
2020-09-10,3.59,3.58,3.61,3.56,433953.71
2020-09-11,3.57,3.58,3.58,3.56,310290.52
2020-09-14,3.59,3.59,3.6,3.57,277849.99
2020-09-15,3.59,3.58,3.59,3.58,222231.21
2020-09-16,3.59,3.58,3.6,3.58,295859.2
2020-09-17,3.58,3.58,3.58,3.57,233028.35
2020-09-18,3.58,3.61,3.61,3.57,507563.37
2020-09-21,3.61,3.6,3.62,3.59,298628.17
2020-09-22,3.58,3.58,3.61,3.57,410976.26
2020-09-23,3.58,3.57,3.58,3.56,372875.16
2020-09-24,3.56,3.51,3.56,3.51,499912.06
2020-09-25,3.51,3.51,3.53,3.51,220507.06
2020-09-28,3.51,3.52,3.53,3.5,256967.18
2020-09-29,3.52,3.54,3.55,3.51,311841.84
2020-09-30,3.54,3.53,3.55,3.52,214264.7
2020-10-09,3.54,3.54,3.55,3.53,242412.92
2020-10-12,3.54,3.58,3.58,3.54,393979.86
2020-10-13,3.58,3.59,3.63,3.55,654316.52
2020-10-14,3.6,3.6,3.63,3.58,398300.68
2020-10-15,3.59,3.61,3.63,3.58,428797.73
2020-10-16,3.61,3.67,3.69,3.6,1038860.41
2020-10-19,3.68,3.65,3.73,3.64,1191456.08
2020-10-20,3.64,3.63,3.65,3.6,568035.17
2020-10-21,3.64,3.65,3.65,3.6,607422.62
2020-10-22,3.65,3.65,3.66,3.62,321525.5
2020-10-23,3.64,3.65,3.69,3.63,458373.5
2020-10-26,3.65,3.63,3.68,3.61,383626.74
2020-10-27,3.61,3.6,3.62,3.58,370874.93
2020-10-28,3.58,3.56,3.6,3.54,339692.84
2020-10-29,3.53,3.54,3.55,3.52,238212.85
2020-10-30,3.59,3.6,3.7,3.58,1104235.07
2020-11-02,3.65,3.67,3.69,3.61,849254.63
2020-11-03,3.69,3.65,3.72,3.64,615644.46
2020-11-04,3.7,3.69,3.71,3.65,524947.99
2020-11-05,3.71,3.69,3.72,3.66,625183.43
2020-11-06,3.7,3.74,3.75,3.68,833849.24
2020-11-09,3.74,3.72,3.75,3.69,693162.26
2020-11-10,3.73,3.74,3.79,3.72,907804.95
2020-11-11,3.74,3.78,3.8,3.72,826387.28
2020-11-12,3.78,3.76,3.79,3.74,438097.06
2020-11-13,3.76,3.67,3.8,3.65,849657.08
2020-11-16,3.67,3.69,3.72,3.65,665849.76
2020-11-17,3.69,3.69,3.7,3.65,544672.68
2020-11-18,3.68,3.75,3.78,3.66,966231.29
2020-11-19,3.76,3.76,3.77,3.72,425830.34
2020-11-20,3.73,3.72,3.76,3.7,394349.37
2020-11-23,3.71,3.78,3.8,3.69,850270.32
2020-11-24,3.78,3.83,3.84,3.76,1052463.99
2020-11-25,3.88,3.91,4.05,3.87,1659372.22
2020-11-26,3.91,3.94,3.97,3.9,1004820.66
2020-11-27,3.96,4.05,4.05,3.96,1617872.09
2020-11-30,4.13,4.09,4.36,3.97,3857521.85
2020-12-01,4.0,4.12,4.17,4.0,2577491.62
2020-12-02,4.08,3.99,4.11,3.96,1520644.34
2020-12-03,4.01,4.01,4.02,3.94,883808.32
2020-12-04,3.96,3.91,4.0,3.83,850344.16
2020-12-07,3.9,3.84,3.94,3.79,1225180.18
2020-12-08,3.82,3.79,3.83,3.76,990952.99
2020-12-09,3.78,3.81,3.83,3.76,704497.45
2020-12-10,3.8,3.79,3.84,3.76,610172.45
2020-12-11,3.78,3.85,3.87,3.78,984228.82
2020-12-14,3.86,3.79,3.86,3.76,868270.12
2020-12-15,3.78,3.75,3.79,3.72,401633.3
2020-12-16,3.74,3.76,3.79,3.73,417365.54
2020-12-17,3.76,3.81,3.81,3.73,354508.59
2020-12-18,3.79,3.78,3.82,3.77,357425.28
2020-12-21,3.76,3.79,3.83,3.76,383191.89
2020-12-22,3.78,3.73,3.82,3.73,356602.41
2020-12-23,3.74,3.69,3.76,3.68,489872.32
2020-12-24,3.7,3.69,3.73,3.69,258594.4
2020-12-25,3.69,3.69,3.7,3.66,286695.64
2020-12-28,3.69,3.72,3.75,3.66,463237.16
2020-12-29,3.72,3.7,3.76,3.69,360267.44
2020-12-30,3.69,3.72,3.72,3.68,341418.32
2020-12-31,3.7,3.74,3.78,3.7,710642.88
2021-01-04,3.72,3.66,3.72,3.59,1588715.21
2021-01-05,3.64,3.66,3.69,3.61,728247.4
2021-01-06,3.64,3.69,3.69,3.64,548947.96
2021-01-07,3.69,3.69,3.72,3.64,545454.92
2021-01-08,3.67,3.75,3.76,3.66,567810.28
2021-01-11,3.74,3.81,3.87,3.73,1536339.99
2021-01-12,3.79,3.79,3.8,3.7,958899.71
2021-01-13,3.8,3.83,3.85,3.78,991271.62
2021-01-14,3.87,3.93,4.01,3.84,1725640.38
2021-01-15,4.05,4.26,4.32,4.05,7291949.17
2021-01-18,4.15,4.12,4.19,4.06,4842552.87
2021-01-19,4.12,4.19,4.41,4.08,4014096.3
2021-01-20,4.17,4.19,4.28,4.12,2067461.31
2021-01-21,4.26,4.37,4.42,4.19,3761158.0
2021-01-22,4.31,4.23,4.33,4.17,2284201.12
2021-01-25,4.19,4.25,4.29,4.06,2041160.47
2021-01-26,4.24,4.29,4.4,4.21,2241432.75
2021-01-27,4.26,4.35,4.47,4.25,2805367.76
2021-01-28,4.24,4.19,4.28,4.18,1708803.23
2021-01-29,4.23,4.29,4.32,4.19,2217007.92
2021-02-01,4.26,4.38,4.44,4.19,2794928.24
2021-02-02,4.31,4.29,4.35,4.26,1723100.36
2021-02-03,4.29,4.36,4.44,4.28,2229655.27
2021-02-04,4.35,4.52,4.63,4.32,3473101.65
2021-02-05,4.56,4.77,4.91,4.56,4183170.68
2021-02-08,4.81,4.85,4.87,4.67,3433777.88
2021-02-09,4.86,4.91,4.91,4.71,2300805.32
2021-02-10,4.91,4.84,5.05,4.78,2599712.19
2021-02-18,4.89,4.88,5.0,4.81,2321681.11
2021-02-19,4.88,4.78,4.88,4.7,2206062.93
2021-02-22,4.79,4.71,4.8,4.68,1973346.09
2021-02-23,4.7,4.77,4.91,4.69,2283502.87
2021-02-24,4.77,4.64,4.79,4.59,1917673.21
2021-02-25,4.67,4.85,4.88,4.65,2638789.19
2021-02-26,4.72,4.79,4.8,4.66,2418776.18
2021-03-01,4.73,4.71,4.77,4.67,1148038.91
2021-03-02,4.74,4.62,4.76,4.54,1654738.66
2021-03-03,4.59,4.81,4.84,4.56,2159440.08
2021-03-04,4.77,4.78,4.84,4.7,1652992.8
2021-03-05,4.71,4.82,4.84,4.65,1908416.81
2021-03-08,4.84,4.77,5.04,4.76,2542328.59
2021-03-09,4.81,4.62,4.85,4.59,2387515.98
2021-03-10,4.58,4.49,4.62,4.48,1709385.7
2021-03-11,4.53,4.62,4.66,4.52,1487631.27
2021-03-12,4.62,4.65,4.66,4.53,1518449.45
